# x_m,y_m,w_tr_right_m,w_tr_left_m
-675.283804,299.851169,5.556,5.556
-577.909892,236.389857,5.553,5.553
-544.601182,214.513028,5.135,5.135
-477.237260,171.066335,4.991,4.991
-166.696651,-38.347517,4.858,4.858
-40.539729,-123.700145,6.415,6.415
-30.632886,-129.269732,8.833,8.833
-22.570235,-130.802346,8.611,8.611
-16.550415,-128.950673,8.911,8.911
-14.296566,-125.655862,7.816,7.816
-12.613632,-121.321830,7.015,7.015
-12.277331,-116.760172,6.744,6.744
-9.689273,-96.835118,6.703,6.703
15.623591,134.177253,6.617,6.617
37.937828,347.337645,7.786,7.786
36.240400,352.998673,7.479,7.479
35.109187,355.971993,7.555,7.555
34.040414,359.322775,7.708,7.708
31.486499,364.697897,8.703,8.703
29.948796,367.440024,9.182,9.182
25.674058,372.400931,9.942,9.942
-5.695013,386.257037,7.895,7.895
-91.368377,433.125299,7.161,7.161
-122.597390,450.074147,6.771,6.771
-124.131728,450.996161,7.099,7.099
-125.350530,451.714004,7.661,7.661
-126.876988,452.229759,8.075,8.075
-131.167410,453.014556,9.037,9.037
-134.995895,451.481055,8.803,8.803
-151.981393,438.131320,7.901,7.901
-166.293053,424.599121,7.875,7.875
-169.550425,420.315295,7.629,7.629
-171.126612,417.203189,7.627,7.627
-175.414718,407.441498,6.837,6.837
-175.746534,406.281299,6.863,6.863
-177.190303,401.178309,6.240,6.240
-177.343126,398.447085,5.942,5.942
-173.143059,266.235981,5.608,5.608
-173.722093,256.598308,5.493,5.493
-174.920990,245.532867,5.340,5.340
-176.588510,237.976672,5.358,5.358
-179.445547,226.497180,5.412,5.412
-185.600586,212.216410,5.296,5.296
-189.669385,204.407500,5.187,5.187
-194.133973,196.499626,5.265,5.265
-201.818628,185.388696,5.269,5.269
-205.966095,179.836830,5.290,5.290
-210.539996,174.420096,5.460,5.460
-234.768646,144.892595,7.216,7.216
-239.711917,140.197292,7.460,7.460
-247.798405,136.167053,7.146,7.146
-266.149984,133.007279,7.117,7.117
-274.890776,134.345170,7.392,7.392
-289.690042,138.903322,7.861,7.861
-296.496145,141.963531,7.131,7.131
-301.847119,145.058680,7.198,7.198
-307.086831,151.462189,6.418,6.418
-311.201721,157.988807,6.015,6.015
-313.778197,165.843703,5.334,5.334
-315.685723,174.018344,5.253,5.253
-316.835430,182.234994,5.188,5.188
-316.208261,189.509043,5.085,5.085
-315.268891,196.051874,5.347,5.347
-312.290751,202.218874,5.760,5.760
-287.672171,230.130192,5.153,5.153
-281.252221,238.489956,5.100,5.100
-260.578968,279.924519,5.090,5.090
-257.934817,287.066807,5.136,5.136
-256.531375,294.407257,5.853,5.853
-257.094500,300.999695,6.000,6.000
-257.114370,312.899438,6.067,6.067
-264.923842,325.203561,6.075,6.075
-277.689331,329.621727,5.586,5.586
-293.721504,335.509724,5.180,5.180
-305.409292,337.621378,5.287,5.287
-309.765965,337.820608,5.209,5.209
-315.064486,335.569104,5.219,5.219
-330.698649,327.094091,5.033,5.033
-375.041098,303.316487,5.233,5.233
-386.041881,301.504279,5.234,5.234
-397.126222,301.047053,5.113,5.113
-479.910298,320.506702,5.285,5.285
-497.922352,321.402127,5.271,5.271
-516.923408,318.313428,5.109,5.109
-572.989191,314.431220,5.218,5.218
-578.759731,314.675128,5.227,5.227
-584.150654,315.216327,5.274,5.274
-590.199966,316.788186,5.123,5.123
-594.340815,320.131415,5.253,5.253
-650.360156,374.674412,5.897,5.897
-698.385003,423.700058,5.081,5.081
-765.682275,493.495016,5.270,5.270
-790.853940,517.515399,5.495,5.495
-796.962745,523.578246,5.149,5.149
-799.954356,524.265271,5.307,5.307
-850.108893,525.989282,6.319,6.319
-852.755908,526.821659,6.970,6.970
-862.278613,532.323210,7.480,7.480
-863.421546,535.578356,7.212,7.212
-871.382957,589.913180,6.175,6.175
-875.963887,600.621801,5.378,5.378
-882.371096,609.770270,5.281,5.281
-890.607888,617.390798,5.305,5.305
-895.437700,620.103179,5.135,5.135
-899.259468,621.032127,5.245,5.245
-903.421515,621.025078,5.250,5.250
-907.904856,619.697233,5.173,5.173
-974.712473,594.619023,5.140,5.140
-1026.900288,575.720655,5.230,5.230
-1035.996322,569.125360,5.280,5.280
-1041.301895,560.788022,5.152,5.152
-1043.887521,553.632823,5.235,5.235
-1044.573459,543.480842,5.156,5.156
-1015.906213,463.471871,5.094,5.094
-1013.082674,449.981037,5.146,5.146
-1013.412177,443.070434,5.240,5.240
-1015.581390,432.430146,5.227,5.227
-1020.111585,420.292660,5.257,5.257
-1029.205588,409.542476,5.310,5.310
-1042.080671,399.858309,5.119,5.119
-1126.901262,362.963527,5.409,5.409
-1133.649213,357.568408,7.038,7.038
-1139.852189,349.708337,8.229,8.229
-1142.689574,342.245825,8.725,8.725
-1141.529524,333.124723,8.853,8.853
-1137.355076,327.251056,8.219,8.219
-1129.583869,323.876790,6.713,6.713
-959.618283,282.099180,5.868,5.868
-948.130352,282.287909,5.642,5.642
-937.925659,286.389525,5.325,5.325
-929.626395,291.102691,5.420,5.420
-923.401801,300.733718,5.356,5.356
-919.796059,313.411420,5.331,5.331
-919.948569,323.737374,5.104,5.104
-938.758463,395.882697,5.171,5.171
-937.314174,410.384786,5.197,5.197
-931.862421,421.924797,5.275,5.275
-923.040732,430.833077,5.239,5.239
-918.105932,433.807335,5.205,5.205
-912.424465,435.662307,5.253,5.253
-906.483563,436.298880,5.247,5.247
-901.357475,436.381310,5.301,5.301
-894.780418,436.631133,5.205,5.205
-891.762504,436.771573,5.145,5.145
-887.861859,435.986787,5.184,5.184
-793.130099,375.090955,5.112,5.112
-702.745975,316.638132,5.188,5.188
