# x_m,y_m,w_tr_right_m,w_tr_left_m
189.642431,193.884782,6.174,6.174
176.077520,209.042388,6.014,6.014
171.623095,213.240575,5.900,5.900
167.609319,216.544948,5.749,5.749
163.782898,218.317703,5.771,5.771
160.149068,219.770472,5.795,5.795
156.776636,220.747322,5.978,5.978
152.780327,221.272082,6.156,6.156
147.634703,221.718592,6.352,6.352
142.998058,221.576748,6.525,6.525
137.204934,221.106743,6.555,6.555
130.774035,219.434081,6.450,6.450
122.827789,217.262357,6.461,6.461
113.316209,213.821674,6.466,6.466
104.689364,209.654916,6.574,6.574
86.523155,201.192239,6.510,6.510
-79.667061,126.098654,6.555,6.555
-96.894283,118.370665,6.294,6.294
-99.855067,116.018352,6.694,6.694
-104.225702,111.239060,7.770,7.770
-108.083875,106.055580,9.054,9.054
-111.109502,101.259639,9.728,9.728
-112.329049,96.039384,9.729,9.729
-111.925035,92.465137,9.727,9.727
-108.449160,87.592568,8.504,8.504
-104.149524,84.660797,7.417,7.417
-91.088338,74.283764,7.002,7.002
451.333939,-339.900764,9.719,9.719
471.219068,-355.116235,11.189,11.189
492.238352,-365.764309,13.172,13.172
509.375051,-374.001685,13.841,13.841
520.483930,-377.039028,13.383,13.383
525.466565,-377.566544,12.814,12.814
532.004838,-376.084385,11.238,11.238
536.470524,-372.976573,11.102,11.102
538.604486,-367.842550,8.626,8.626
537.925866,-359.882450,8.387,8.387
536.127834,-354.940183,8.042,8.042
531.289703,-339.053465,7.347,7.347
524.474861,-319.524059,7.115,7.115
491.381718,-227.129061,6.147,6.147
485.763240,-210.994266,5.924,5.924
483.451655,-203.045446,5.855,5.855
481.938402,-195.590026,5.921,5.921
481.326982,-188.302614,5.997,5.997
481.214272,-181.483937,5.862,5.862
481.649339,-173.108723,5.901,5.901
482.708201,-165.188869,5.945,5.945
484.296197,-156.939500,5.941,5.941
486.691924,-148.485066,5.927,5.927
489.486291,-140.363359,5.934,5.934
493.015716,-132.508416,5.973,5.973
496.699496,-124.935355,5.911,5.911
501.118637,-117.778170,5.857,5.857
505.784829,-110.666662,6.012,6.012
511.714579,-104.414978,6.018,6.018
517.400068,-98.495840,5.980,5.980
524.881246,-93.199296,5.976,5.976
532.821853,-87.321729,6.053,6.053
542.512301,-81.038676,6.092,6.092
560.617217,-69.358943,6.081,6.081
656.716215,-9.620795,6.038,6.038
671.052143,-0.676353,5.879,5.879
684.950506,9.902332,6.031,6.031
690.941087,15.569982,6.005,6.005
695.920281,22.689794,5.942,5.942
700.491820,29.375326,5.896,5.896
704.095792,36.292449,5.898,5.898
708.148405,45.712370,5.805,5.805
711.996078,55.407448,5.676,5.676
715.138929,64.379350,5.769,5.769
718.304334,72.129410,5.906,5.906
721.627100,80.597765,5.967,5.967
725.227538,88.734287,5.951,5.951
729.665775,95.405805,6.046,6.046
735.332720,102.224638,6.138,6.138
741.852054,108.987533,5.911,5.911
749.673521,113.647735,6.075,6.075
758.791541,118.071028,6.089,6.089
771.589715,122.972971,6.230,6.230
783.942363,127.439168,6.023,6.023
791.522145,130.874458,5.923,5.923
797.752797,134.739295,5.904,5.904
803.442303,139.883413,5.949,5.949
809.129080,145.027830,5.911,5.911
814.101443,150.430095,5.862,5.862
817.413048,155.180859,5.933,5.933
820.498505,162.275641,5.843,5.843
822.865950,169.307037,5.769,5.769
824.514934,176.323409,5.843,5.843
825.758245,186.367047,5.959,5.959
827.298630,200.783861,6.198,6.198
829.042692,215.290749,6.284,6.284
831.727580,226.615935,6.023,6.023
834.398549,235.501882,5.980,5.980
838.364797,243.856346,6.079,6.079
843.491823,252.020493,6.036,6.036
850.234816,261.220317,6.148,6.148
857.698424,269.335266,6.208,6.208
864.340773,275.646203,6.240,6.240
872.856442,281.602891,6.071,6.071
880.547772,286.776475,6.109,6.109
887.608041,291.233775,6.177,6.177
896.603473,295.276253,6.195,6.195
906.960989,300.043429,6.099,6.099
916.215527,302.838436,5.954,5.954
924.964593,304.612557,5.625,5.625
932.319973,305.667500,5.563,5.563
938.708744,306.318769,5.636,5.636
944.157456,306.138135,5.796,5.796
950.353843,305.505370,5.991,5.991
956.363724,304.864551,6.221,6.221
961.946347,303.587556,6.079,6.079
968.305987,301.394830,6.088,6.088
991.999326,291.318438,6.021,6.021
1022.541675,276.783524,6.104,6.104
1052.968091,264.055359,5.994,5.994
1059.748583,261.042336,5.812,5.812
1064.088247,259.541398,5.787,5.787
1067.708529,259.189449,5.822,5.822
1070.591549,258.526877,5.834,5.834
1074.761104,258.888646,5.732,5.732
1078.325909,259.822869,5.664,5.664
1082.881824,261.499794,5.970,5.970
1088.914147,264.432829,6.089,6.089
1103.784036,273.392173,6.121,6.121
1114.663445,283.341872,6.099,6.099
1124.504518,291.626531,6.121,6.121
1132.879941,299.506998,6.122,6.122
1143.988504,312.171715,6.025,6.025
1149.216657,319.051295,5.891,5.891
1154.312235,325.797269,5.785,5.785
1158.247283,332.268551,5.796,5.796
1162.948052,338.814680,5.940,5.940
1166.971176,343.936306,6.029,6.029
1173.098128,348.641326,6.002,6.002
1178.301435,351.805131,5.799,5.799
1184.411042,354.249963,5.979,5.979
1191.431463,356.279960,5.972,5.972
1199.772275,357.584671,5.882,5.882
1206.649493,357.934729,5.966,5.966
1214.536930,357.264115,5.878,5.878
1221.583058,355.928342,5.822,5.822
1228.181982,354.211116,5.802,5.802
1232.347557,352.523362,5.935,5.935
1236.383612,350.132076,5.852,5.852
1240.486480,347.296822,5.822,5.822
1244.004584,344.571622,5.909,5.909
1247.904539,340.871730,5.883,5.883
1250.811782,337.070922,5.926,5.926
1254.425242,332.884156,5.765,5.765
1257.656381,327.618348,5.639,5.639
1259.678251,323.275542,5.508,5.508
1261.775292,319.460816,5.739,5.739
1264.002842,317.026927,5.758,5.758
1266.365357,315.051075,5.676,5.676
1270.148955,312.348622,5.671,5.671
1273.516235,310.575864,5.842,5.842
1277.849789,309.648875,5.657,5.657
1281.543846,308.931850,5.778,5.778
1286.324291,308.230718,5.890,5.890
1290.396721,308.668744,5.890,5.890
1296.326355,309.515703,5.996,5.996
1308.442345,312.777846,6.050,6.050
1441.625445,343.013271,6.074,6.074
1453.780910,345.727939,6.030,6.030
1459.596872,347.305911,6.042,6.042
1464.734959,348.922379,5.923,5.923
1468.722062,350.448367,5.915,5.915
1472.123554,352.753372,5.916,5.916
1475.008932,355.471295,5.939,5.939
1478.508439,358.463157,6.041,6.041
1487.039101,369.566469,6.057,6.057
1655.824341,578.531207,7.972,7.972
1692.835940,624.948264,10.369,10.369
1702.326345,639.574580,11.558,11.558
1705.536026,645.189922,12.167,12.167
1708.534113,649.465175,12.804,12.804
1710.576865,657.589999,12.310,12.310
1709.847894,662.038484,10.494,10.494
1708.048237,667.338481,8.684,8.684
1703.039478,672.004890,7.937,7.937
1696.837961,673.629627,8.059,8.059
1691.696985,673.510705,8.286,8.286
1685.615348,673.267091,8.164,8.164
1677.687467,671.437109,7.833,7.833
1650.817388,662.548406,7.033,7.033
1581.105062,639.471302,6.519,6.519
1502.570165,614.127530,6.554,6.554
1379.924048,578.457957,6.472,6.472
1303.685331,558.766164,6.438,6.438
1196.304437,532.535841,6.500,6.500
1072.765734,506.568776,6.435,6.435
951.774156,485.314037,6.784,6.784
920.586177,481.099896,6.927,6.927
886.565548,475.848457,7.000,7.000
813.622950,466.112436,7.593,7.593
781.259419,462.591986,7.512,7.512
704.084876,452.579080,7.468,7.468
577.224533,437.645323,8.926,8.926
559.071968,435.815714,9.283,9.283
548.700874,430.172008,9.876,9.876
545.877323,415.976128,8.001,8.001
558.996763,397.389464,7.623,7.623
582.009968,368.826982,7.554,7.554
598.552034,348.221026,7.556,7.556
624.572023,312.092586,7.523,7.523
649.521412,273.171320,7.488,7.488
656.336006,261.666684,7.217,7.217
658.768380,256.407099,7.069,7.069
659.779476,253.130375,7.143,7.143
660.028428,249.805299,7.130,7.130
659.709663,245.599229,7.050,7.050
659.264849,241.711756,7.036,7.036
657.480927,238.760555,7.049,7.049
656.317841,235.127322,6.990,6.990
650.847112,229.948853,7.161,7.161
648.680626,228.182197,7.153,7.153
646.073003,227.238558,7.073,7.073
643.383140,226.715474,6.906,6.906
639.090049,226.524617,7.352,7.352
634.541326,226.665142,7.638,7.638
613.409845,227.959990,7.668,7.668
597.990090,228.667001,7.358,7.358
588.984043,229.254504,7.261,7.261
582.768489,229.886617,7.053,7.053
579.007187,230.676773,6.988,6.988
575.021460,231.666087,7.022,7.022
571.763186,233.238490,7.136,7.136
567.819662,235.145651,7.179,7.179
563.763785,238.561051,6.868,6.868
561.333682,241.490962,6.843,6.843
559.108218,246.015864,6.599,6.599
557.142748,251.111367,6.686,6.686
551.931072,264.761068,6.568,6.568
548.555762,273.971318,6.582,6.582
545.140013,282.277598,6.672,6.672
541.507988,289.175914,6.470,6.470
537.771716,295.289809,6.254,6.254
533.877013,299.254590,6.157,6.157
525.561625,308.338560,6.086,6.086
508.153015,326.608951,5.942,5.942
504.160261,330.655413,5.888,5.888
500.287023,333.891113,5.924,5.924
497.014211,336.224324,6.118,6.118
491.980618,338.937193,6.723,6.723
486.770128,340.478311,7.572,7.572
480.289763,341.868666,8.297,8.297
473.937414,343.152792,8.476,8.476
465.944645,344.667764,8.499,8.499
451.972498,345.515517,8.000,8.000
443.741362,345.802786,7.620,7.620
436.603312,343.453548,6.687,6.687
435.390342,342.032613,6.685,6.685
433.890006,339.966539,6.294,6.294
432.897243,337.710259,6.076,6.076
432.567578,335.287582,6.101,6.101
432.226411,332.444736,5.948,5.948
432.321267,330.815484,5.931,5.931
432.856247,328.176088,5.795,5.795
433.843534,325.275118,5.793,5.793
435.817456,320.885057,6.015,6.015
449.701529,296.012752,6.093,6.093
509.710674,195.695384,6.053,6.053
520.167062,178.073316,6.162,6.162
525.576439,165.833024,6.879,6.879
527.865826,158.554502,7.119,7.119
529.486848,152.445688,7.515,7.515
530.345012,145.305598,7.606,7.606
530.443394,137.919520,7.454,7.454
529.564106,131.205175,7.107,7.107
528.113297,123.551067,6.664,6.664
525.339012,113.568484,6.153,6.153
521.397443,101.836418,6.004,6.004
515.275185,85.239362,5.871,5.871
512.244515,77.740967,5.870,5.870
508.828713,71.255581,5.975,5.975
504.651752,65.550629,5.952,5.952
500.646549,59.739962,5.972,5.972
497.043564,56.621555,5.895,5.895
494.190269,53.826323,5.936,5.936
489.518986,50.778719,6.118,6.118
451.956774,33.802411,6.047,6.047
438.039575,27.217370,6.010,6.010
429.172931,22.435100,5.858,5.858
424.429660,20.451271,5.785,5.785
419.674430,18.661187,5.789,5.789
414.509447,17.501999,5.851,5.851
407.667176,17.149980,5.883,5.883
400.444858,16.821573,5.918,5.918
393.706701,16.860423,5.972,5.972
381.933556,17.805470,6.027,6.027
369.281709,19.300488,5.982,5.982
360.439079,22.015768,5.993,5.993
347.924119,25.565503,6.002,6.002
335.875671,29.803258,5.879,5.879
318.213448,36.869555,5.808,5.808
312.330618,40.898166,5.923,5.923
305.235133,46.011160,5.975,5.975
298.573543,52.165051,5.964,5.964
293.612815,56.613482,5.909,5.909
289.363600,61.708741,5.937,5.937
283.510949,69.860450,6.053,6.053
268.055973,92.872339,6.137,6.137
256.831182,107.142814,6.072,6.072
246.521022,120.782955,6.091,6.091
236.419005,134.613730,6.007,6.007
223.987137,150.380491,5.934,5.934
210.544988,168.259549,5.993,5.993
