# x_m,y_m,width
280.9079115236236,-728.0938759138808,11.557380535097195
277.17255470273085,-721.7134381034411,11.507962847848225
273.35576698038494,-711.3044433379546,10.473103603789022
252.39446043534554,-608.0060702348128,9.54650772604272
252.40999518689932,-605.4470450691879,10.328638219235465
253.1735874269798,-603.7251891074702,10.307115885845048
254.96991146009532,-601.3331574210897,10.14646586629879
256.6757132821076,-599.5378800909966,10.515264942676437
258.67110222778865,-598.2583364900202,11.275231757567136
261.9822527341312,-597.0979044139385,10.655276163272433
357.9891620830167,-583.7432790659368,9.840591566905823
363.1603934020677,-582.1877541155554,10.3681370690473
367.63755341770593,-579.7948052822612,10.344770128672076
370.75817557118717,-576.7791001852602,9.900382778287765
372.13799405877944,-572.6468694801442,10.737229535390421
372.5826750944834,-568.0692519773729,10.58094182239226
372.55744929847424,-474.61870781099424,8.94018807131143
372.04341593926074,-469.48180097946897,10.266708358782624
369.99726458633086,-465.69955312646925,11.561544821964766
366.84795466274954,-462.2775477124378,11.231409312227068
363.98198814160423,-458.95050506293774,11.322774468472684
359.8172475649335,-457.4057280058041,10.864167871558283
316.25118018954527,-449.42195266811177,12.071753080944777
309.3629532243649,-448.9233928238973,11.021838843324552
300.90549116104376,-449.61819777451456,11.30573562519013
284.0701481339056,-451.7769899116829,11.357937640860772
91.96471736472449,-476.64382163248956,10.749993071079132
84.99714025191497,-475.9681362048723,10.335623340642117
77.70123711047927,-473.7012281785719,11.453357934013015
76.24511266930494,-474.0593457617797,11.156296203451388
70.7014182806015,-470.62500401586294,11.809264900943464
64.73711922360235,-466.4674126072787,13.119054412838539
60.93556612433167,-460.7621279731393,13.331286613387322
15.224735227326164,-374.1655918257311,13.47607038956515
-8.376952899736352,-332.1707354532555,12.034449113446883
-12.225451953301672,-323.0667668436654,12.321777230126735
-14.023764055105858,-313.1743316161446,12.351792751006613
-15.49469649058301,-301.20788878342137,12.74577905919289
-17.15416922257282,-290.9089909582399,11.465959155473577
-17.70322341180872,-284.7238271124661,12.107830820900364
-16.99215986172203,-278.0138194221072,12.381886554364819
-14.691390189400408,-272.5702596963383,12.97281035488195
-11.892352137481794,-268.6803686162457,12.942934017924388
-7.652187683910597,-264.146851352416,13.232178057073522
-1.2173633266647812,-260.7892995267175,14.097501595612641
8.024100367736537,-260.10253753094,11.580442931696464
115.21472769684624,-244.45231813611463,13.318930247050929
141.90648932670592,-241.80970838898793,14.225231032791028
250.67795741031296,-226.78717091074213,11.986029447418932
505.08146151303663,-195.6713577392511,13.008226229845134
519.9314346089668,-194.1748968968168,13.14015029563292
526.4039059663191,-191.11775074573234,13.186280422133576
532.7857507141016,-187.37783511634916,13.186235642524514
537.6131057120219,-182.32227053306997,13.278380425798463
541.282251368335,-176.35377606144175,13.21452932627931
543.782041965489,-169.67280092276633,12.95694239498268
544.9022868186876,-162.72634610300884,12.853166067115914
544.797850917239,-157.0851343171671,13.471461009883635
542.747613352054,-148.84175885887817,13.804998663632173
513.9797329596477,-19.55994361033663,13.373835420553986
505.52799830786535,19.628966106567532,10.234474059604377
503.32947599707404,27.028803068213165,10.153589347208507
498.3423199976678,35.40949712553993,15.180594756643176
494.17969191487646,43.84835554566234,13.556647311620925
489.20080048032105,51.568145104218274,13.219016679683337
483.4731610287272,58.50211542379111,13.13539388161503
476.9892908902839,64.02342838793993,12.832536088571873
470.00955216691364,68.19197223242372,13.317767246033933
461.56222976444406,70.31922449870035,12.956561218345708
400.7097145980806,91.34147926326841,14.853302960836142
383.84972659501364,99.72743552690372,14.90546187179964
365.3573288632906,111.98064770270139,12.978544218567217
351.01063891261583,123.3124577398412,13.107676444807533
339.3019142273406,134.336246246472,14.734352575836205
327.1832980371546,147.44416005723178,13.214150462066273
321.62009255363955,155.01602084189653,13.521234484618855
314.4517255251121,167.7966080675833,14.253959964847057
309.5865624967846,181.9657377237454,12.34537795565756
306.697849866905,197.27523245569319,12.396123988385227
306.0503709386976,202.71014417987317,12.650769662650628
305.7185010830581,206.98266004770994,12.682212028451605
305.99752356583485,218.85718465130776,12.52393332015283
306.1332442491548,231.41602140571922,17.33226262208452
309.96325246136985,242.42252372344956,13.64693508871691
317.3354611355171,267.3003219612874,14.5881490000677
327.86421718011843,297.7394079952501,13.373994821511157
330.06824295429396,309.38741075014696,16.71063018907718
336.06371940727695,326.3915298967622,18.6578209140895
339.7762600214628,344.72608636459336,12.394786703435427
342.5270252915507,363.001653465908,12.115010980064826
342.29642610254814,366.3261937731877,15.337193738844372
343.107198121259,382.05121624842286,16.636673506892354
343.84594482468674,400.49882477754727,16.519455350724275
343.85620083488175,420.3392864796333,17.278985576714508
343.3914603450103,437.48193622007966,13.001020356106936
341.80540632168413,454.9175580944866,12.546246025323741
336.4806935567758,515.133627479896,10.81542586426919
326.6835113726265,609.5536055662669,11.882094085233543
325.75863479988766,616.8529942212626,11.917056078821366
324.5693605821871,619.4441002658568,12.066682081880305
323.1481997297378,622.285141994711,12.338757823375648
321.1142073387746,624.0491248243488,12.59675436030331
318.09795677274815,625.6620919010602,12.794648645599226
315.39296039854526,626.7907020291314,13.92221143065388
311.9900750386878,627.6107736392878,13.685205354054387
286.9315372573619,633.0787246031687,12.156762511908875
282.36763371588313,634.4360649283044,12.417329269815141
277.93596960324794,636.9453809643164,12.176636367916721
274.6979469367943,639.4202417219058,11.943002303226015
272.8730466522102,643.8918301560916,12.11165213505486
271.9068897795514,646.536714146845,11.790818049690214
271.6784701690485,650.6248437426984,11.663105367613808
272.5722377259226,654.9568914640695,13.26690090782623
274.4974011860031,658.3907082285732,12.941363390227279
309.35083147726255,744.1267044222914,11.91524322065463
310.58967770120944,752.3665254134685,11.659091048680754
310.26599644700764,758.3503106855787,12.085301825528806
308.6725774095976,763.460929157678,11.855587902753854
306.56924904315383,768.2910274937749,12.609547016919041
303.8245758076082,772.2438125913031,12.877855453676109
299.9069682286936,774.6577244047076,14.307572282854172
294.92238972350606,775.3814880116843,13.444473686020306
290.05593430722365,774.7234489992261,12.35752759833515
285.3288283800066,772.7382563021965,12.586229660275938
280.8979559041909,769.3202351313084,12.664522391722437
276.55166864558123,765.0702924253419,13.885121272470853
272.0783756332821,760.0414574225433,14.073237626710256
198.79356339253718,555.4770438955165,15.032770703524108
157.7969291639165,439.5207411251031,13.419008924376607
94.50864633481251,264.8598888507113,17.731164861202444
90.16388576041209,250.91482711862773,13.135430305052527
81.68971244458226,226.33820156147704,13.331327574835763
39.37058385513956,108.50154486345127,12.897382719088322
11.6608368063753,31.082819330506027,13.147500965960322
