# x_m,y_m,width
0.0,0.0,10.02831488843767
-16.40572106500622,10.712042313069105,9.494808078828227
-32.73657723411452,24.547003977932036,10.213268037425724
-61.40719589649234,46.56662386935204,9.7749836358363
-87.46136316296179,67.81192735675722,9.778160112488685
-116.74410020187497,92.6398819917813,9.164684467133158
-125.92015307291877,100.44643604010344,9.03921528269714
-133.34634110948537,108.90481920354068,9.056523044550044
-136.73995670943987,113.19380978308618,9.542773871011699
-138.61516691651195,117.34509946405888,10.072777882004898
-140.47800563916098,123.12875254265964,10.283568449508921
-141.05948117526714,129.0967502547428,9.903285211232863
-139.68603003385942,135.23665899503976,8.592372548642116
-134.24324450921267,149.67898937594146,8.479732656722327
-132.6502110855654,155.87382563669235,8.692577593559463
-131.19702942320146,162.30460358597338,8.645988568672054
-130.6085356225958,168.54456225410104,8.574342330628566
-130.83066913462244,172.7276846766472,8.74035773443353
-131.64737847901415,177.03114841971546,8.624113528088508
-133.3695442638127,182.02511299960315,9.312411168006966
-136.6613644871395,186.12730333581567,9.56893885666851
-179.10696030338295,235.63062873389572,7.4964859761116305
-209.54753083677497,275.12019165512174,6.620381696615915
-215.13282032043207,281.0980773763731,8.363394249249946
-220.8483301368542,286.729847160168,8.373964210626609
-227.03130514535587,291.8606513943523,9.403259072132858
-235.31723443453666,297.44629138335586,8.935340817914012
-249.4414514398668,305.7306306650862,8.52541106988318
-258.160446589347,310.04638322256505,7.379604630864887
-264.2790027469164,317.0766567699611,7.219786831518759
-271.767847670475,324.1662805546075,7.298585451867826
-277.6473504763562,331.7663638340309,8.883012629831565
-283.42351395986043,340.8279886674136,8.6290515263452
-288.12563369912095,348.02217627037317,8.970731856913465
-293.68548223376274,359.0897447671741,9.389211991097328
-297.57099696353544,369.59695314150304,9.76898690966822
-300.53466498909984,381.4050642065704,10.270449744842356
-302.8627319333609,392.54631595127285,10.247426560007163
-304.2224555083085,404.0822888724506,11.674417385629658
-304.8340611892054,417.1858243290335,9.222222222222221
-305.213479753118,432.3820605194196,8.828923915397299
-305.64102231676225,547.3534368239343,9.089623813937763
-306.19885627622716,556.6932203611359,8.847021695706477
-307.05087439599447,561.3719745315611,8.703540726219416
-308.7189739618916,566.426806605421,8.741721379000047
-310.69102046405897,570.3980988115072,9.007688915388457
-313.949256852502,574.6731826215982,9.006098395745047
-317.05323642573785,578.0686265341938,8.982845183495408
-320.32227652543224,579.9664810774848,9.3731981872068
-323.9458310379414,581.43819355499,9.750581273521478
-328.8850924745202,582.313909586519,10.322091656052876
-334.74747662164737,582.8222003253177,11.09271174389805
-339.4603791687405,582.5097495988011,10.315587999703979
-345.19301409833133,581.6987630520016,9.889758490025782
-351.44294794404414,579.4041561074555,9.025175988626419
-358.6124797320226,576.3779597952962,8.798744940580791
-364.92764534661546,575.1685152221471,10.289625068605835
-369.6313351887511,574.8688037320971,9.38775400498945
-375.79577089636587,575.2717011496425,9.134914965976414
-382.3574496889487,577.092406806536,9.08675431798557
-389.0014064114075,579.8020997429267,8.820068259648219
-395.3630447788164,583.4935929672793,8.924575842385122
-401.8260141760111,588.054327073507,8.999602129202453
-407.4567197446013,593.370494463481,8.979160319623169
-415.4097377854632,602.2611872525886,9.363046604967822
-421.1212185275508,609.8991588652134,9.039298219675864
-424.4412822211161,616.593900103122,8.969495522257247
-427.54377773648594,623.0785365821794,9.56021006026789
-431.5067756138742,635.0043270196766,9.460996740666411
-437.15797320671845,659.3400623304769,9.373889729879105
-442.1595232996624,683.4626393374056,9.573992443312095
-444.5483219965827,701.2255724100396,9.563231311047709
-447.35431601072196,729.0203031981364,9.0
-449.9546273892047,761.6045608734712,8.521459621683277
-455.8383875732543,837.2690466986969,9.475213965631898
-457.3851514479611,863.3723068470135,9.444444444444445
-457.5516155259684,883.0365163804963,8.407834779898776
-456.8588478593156,896.1443046350032,9.897118030338916
-456.6980068719713,901.5473252721131,9.187234435899319
-455.1665597964311,928.1653994675726,7.344997019393645
-453.53853284125216,965.9837405197322,9.444444444444445
-451.98934212862514,991.8082760218531,8.985796286781317
-449.7979588129092,1015.4048258252442,9.037444455912063
-446.9317867310019,1035.1330625349656,8.959341991250191
-444.3423988041468,1052.3183540962636,8.996673587315176
-441.49054312414955,1069.7225341545418,9.438047111318703
-438.5678930701688,1084.197346479632,9.636313091263974
-433.86277524835896,1103.1832028515637,8.783065787028587
-411.1990055516362,1192.3974604951218,9.185077366749816
-403.3198896138929,1222.9691382404417,8.778625305043981
-400.76338029513136,1230.8285969011486,8.812341761997267
-399.56230604986195,1235.1353040318936,9.7772097547536
-397.51288977998774,1238.1193898636848,11.264702552296997
-394.2906753490679,1239.3455660045147,13.863559729322098
-389.93815983482637,1239.6784916110337,13.5005696486515
-378.89579199720174,1239.8074003951624,13.26878667278011
-370.09737464005593,1240.2475761789829,10.148368987332722
-364.37744862562977,1241.2375066103414,9.012891071120265
-357.27894278848544,1244.0425434224308,8.858521576171489
-350.94411291298456,1247.5184631925076,8.99521301743909
-345.62901744351257,1250.4354091240093,8.765740800093377
